doc_id,source_path,mime,bytes,observed_at,published_at,valid_from,valid_to,tz
da1f71b0b449b8701e52841d9070055f2c52426c,/Users/shreyasshashi/Desktop/chronorag-lite/ingest/demo_dataset/independence.txt,text/plain,1273973,2025-09-21T21:00:29.599265+00:00,,,,Asia/Kolkata
